text,label
Card Penalty Fees Soften Slightly In 2010,real
"CNN Shocks America, FIRES ‘Journalist’ Who Made Fun Of Sarah Sanders’ Face",fake
Democrat Maxine Waters Has Shown Up To Only 10% Of Congressional Meetings For 35 YEARS,fake
TRUMP WANTS TO DEPORT AMERICAN INDIANS TO INDIA,fake
Republican consultant says Barack Obama promised to halve federal deficit in his first term,real
Pence: “Michelle Obama Is The Most Vulgar First Lady We’ve Ever Had”,fake
"The pro-Russia, pro-weed, pro-Assange GOP congressman who will be tough to beat",fake
Did Bernie Sanders vote against background checks and waiting periods for gun purchases?,real
Miley Cyrus: 'Donald Trump Is a F--king Nightmare',fake
Target to Discontinue Sale of Holy Bible,fake
"At Trump hotel site, immigrant workers wary",real
Stop Coddling the Super-Rich,real
BREAKING: Sasha Obama Just Crashed Her Expensive New Car Into A Lake,fake
BREAKING: 2 Million Rounds Of Ammo That ‘Went Missing’ Under Obama Turns Up In Enemy Hands,fake
World's most popular candy to be removed from shelves by October 2017!,fake
Renewing Americas Promise,real
U.S. Senate: Supreme Court Nominations: present-1789,real
Trump on Prejean: Same as Obama,real
"Employment, Hours, and Earnings from the Current Employment Statistics survey (National) Home Page",real
More Czars Than the Romanovs,real
Political TV Ad Archive » PolAd,real
Remarks by the President in Twitter Town Hall,real
"Table of Known Nuclear Tests Worldwide, 1945-1996",real
"BREAKING: FBI Just Raided The White House, 6 People Thrown Out",fake
"Mitch McConnell, Alison Lundergan Grimes Have 'Sharp Differences' on Campaign Finance Rules",real
testimony submitted to the Congressional Oversight Panel’s hearing on the TARPs impact on financial stability,real
Palin tries new tactic to unload hated jet: Gov. Sarah Palin background,real
San Juan City Council Votes Unanimously To Impeach Trump-Hating Mayor,fake
Louise Slaughter on Twitter,real
Clinton Foundations Sends Water To Houston For $7 A Bottle,fake
Crime in Chicago: Explore your community,real
Floyd Mayweather Jr. Donates a Whopping Sum of Money to Houston After Hurricane – What You Missed,fake
Secret Service Agent Says Obama Is Muslim & Gay In New Tell-All Book,fake
SECRET VIDEO: Romney Tells Millionaire Donors What He REALLY Thinks of Obama Voters,real
Top Picks (Most Requested Statistics) : U.S. Bureau of Labor Statistics,real
The Colbert Report,real
"In reversal, McCain says lift ban on offshore drilling",real
Administration Is Seeking $700 Billion for Wall Street,real
Remarks by the President on Responsible Homeownership,real
Remarks by the First Lady on What Health Insurance Reform Means for Women and Families,real
FrontPage Magazine,real
Alabama State Police Arrest 3 Poll Workers In Birmingham,fake
Already a lost decade: Working-age household income down more than 10% since 2000,real
Target Recalls Water Absorbing Toys Due to Serious Ingestion Hazard,fake
remarks in Philadelphia,real
letter filed on behalf of Sen Barack Obama and the Obama Exploratory Committee,real
"PWNED: House GOP Dominates Twitter, YouTube, Social Media in Congress",real
McCain’s Death Bed Secret Just Came Out About Who He Killed After Skeleton Suddenly Resurfaces,fake
"In Weekly Republican Address, Boehner Calls For “New Way Forward” Focused on Creating Jobs, Cutting Spending, & Reforming Congress",real
Florida Democrats Ask HHS to Protect Floridians from High Insurance Premiums in Marketplace,real
